mark_ref	matt_ref	score	pair_classes	lemma_insertions	lemma_deletions	lemma_replacements	inserted_lemmas	deleted_lemmas	moved_lemmas	mark_text	matt_text
Mark 7:21	Matt 15:19	0.319161	substitution;reordering	0	1	9	εκ;εξερχομαι;πονηρος;φονος;μοιχεια;ψευδομαρτυρια;βλασφημια	εσωθεν;εκ;ο;ανθρωπος;ο;ο;κακος;εκπορευομαι;φονος	εκ;φονος	ἔσωθεν γὰρ ἐκ τῆς καρδίας τῶν ἀνθρώπων οἱ διαλογισμοὶ οἱ κακοὶ ἐκπορεύονται, ⸂πορνεῖαι, κλοπαί, φόνοι,	ἐκ γὰρ τῆς καρδίας ἐξέρχονται διαλογισμοὶ πονηροί, φόνοι, μοιχεῖαι, πορνεῖαι, κλοπαί, ψευδομαρτυρίαι, βλασφημίαι.
Mark 7:23	Matt 15:20	0.181074	matt_expands	10	5	0	ειμι;ο;δε;ανιπτος;χειρ;εσθιω;ου;κοινοω;ο;ανθρωπος	πας;πονηρος;εσωθεν;εκπορευομαι;και		πάντα ταῦτα τὰ πονηρὰ ἔσωθεν ἐκπορεύεται καὶ κοινοῖ τὸν ἄνθρωπον.	ταῦτά ἐστιν τὰ κοινοῦντα τὸν ἄνθρωπον, τὸ δὲ ἀνίπτοις χερσὶν φαγεῖν οὐ κοινοῖ τὸν ἄνθρωπον.
Mark 7:24	Matt 15:21	0.116027	matt_expands;substitution;reordering	2	0	14	και;εξερχομαι;ο;ιησους;αναχωρεω;μερος;σιδων	δε;ανιστημι;απερχομαι;οριον;εισερχομαι;εις;οικια;ουδεις;θελω;γινωσκω;και;ου;δυναμαι;λανθανω	και	⸂Ἐκεῖθεν δὲ⸃ ἀναστὰς ἀπῆλθεν εἰς τὰ ⸀ὅρια ⸀Τύρου. καὶ εἰσελθὼν εἰς οἰκίαν οὐδένα ἤθελεν γνῶναι, καὶ οὐκ ἠδυνήθη λαθεῖν·	Καὶ ἐξελθὼν ἐκεῖθεν ὁ Ἰησοῦς ἀνεχώρησεν εἰς τὰ μέρη Τύρου καὶ Σιδῶνος.
Mark 7:27	Matt 15:26	0.50852	mark_expands;substitution;reordering	1	8	4	ο;δε;αποκρινομαι;ειμι;βαλλω	και;αυτος;αφιημι;πρωτος;χορταζω;ο;τεκνον;γαρ;ειμι;βαλλω	βαλλω;ειμι;ο	⸂καὶ ἔλεγεν⸃ αὐτῇ· Ἄφες πρῶτον χορτασθῆναι τὰ τέκνα, οὐ γὰρ ⸂καλόν ἐστιν⸃ λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ ⸂τοῖς κυναρίοις βαλεῖν⸃.	ὁ δὲ ἀποκριθεὶς εἶπεν· Οὐκ ἔστιν καλὸν λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ βαλεῖν τοῖς κυναρίοις.
Mark 7:28	Matt 15:27	0.590154	mark_expands;substitution;reordering	1	5	8	ναι;γαρ;πιπτω;απο;ο;τραπεζα;ο;κυριος;αυτος	αποκρινομαι;και;αυτος;υποκατω;ο;τραπεζα;παιδιον	αυτος;ο;τραπεζα	ἡ δὲ ἀπεκρίθη καὶ λέγει αὐτῷ· ⸀Κύριε, ⸀καὶ τὰ κυνάρια ὑποκάτω τῆς τραπέζης ⸀ἐσθίουσιν ἀπὸ τῶν ψιχίων τῶν παιδίων.	ἡ δὲ εἶπεν· Ναί, κύριε, καὶ γὰρ τὰ κυνάρια ἐσθίει ἀπὸ τῶν ψιχίων τῶν πιπτόντων ἀπὸ τῆς τραπέζης τῶν κυρίων αὐτῶν.
Mark 7:29	Matt 15:28	0.106018	substitution;reordering	0	0	19	τοτε;αποκρινομαι;ο;ιησους;ω;γυνη;μεγας;συ;πιστις;γινομαι;συ;ως;θελω;και;ιαομαι;αυτος;απο;ωρα;εκεινος	και;δια;ουτος;λογος;υπαγω;εξερχομαι;εκ;συ;δαιμονιον	και;συ	καὶ εἶπεν αὐτῇ· Διὰ τοῦτον τὸν λόγον ὕπαγε, ἐξελήλυθεν ⸂ἐκ τῆς θυγατρός σου τὸ δαιμόνιον⸃.	τότε ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτῇ· Ὦ γύναι, μεγάλη σου ἡ πίστις· γενηθήτω σοι ὡς θέλεις. καὶ ἰάθη ἡ θυγάτηρ αὐτῆς ἀπὸ τῆς ὥρας ἐκείνης.
Mark 8:2	Matt 15:32	0.518682	matt_expands	19	0	0	ο;δε;ιησους;προσκαλεομαι;ο;μαθητης;αυτος;λεγω;και;απολυω;αυτος;νηστις;ου;θελω;μηποτε;εκλυομαι;εν;ο;οδος			Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν·	Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ.
Mark 8:4	Matt 15:33	0.405907	mark_expands;substitution;reordering	0	2	10	λεγω;εγω;εν;ερημια;αρτος;τοσουτος;ωστε;οχλος;τοσουτος	αποκρινομαι;αυτος;οτι;ουτος;δυναμαι;τις;ωδε;αρτος;επι;ερημια	αρτος;ερημια	καὶ ἀπεκρίθησαν αὐτῷ οἱ μαθηταὶ αὐτοῦ ⸀ὅτι Πόθεν τούτους δυνήσεταί τις ὧδε χορτάσαι ἄρτων ἐπʼ ἐρημίας;	καὶ λέγουσιν αὐτῷ οἱ ⸀μαθηταί· Πόθεν ἡμῖν ἐν ἐρημίᾳ ἄρτοι τοσοῦτοι ὥστε χορτάσαι ὄχλον τοσοῦτον;
Mark 8:5	Matt 15:34	0.356258	matt_expands;reordering	6	1	1	λεγω;ο;ιησους;αρτος;και;ολιγος;ιχθυδιον	ερωταω;αρτος	αρτος	καὶ ⸀ἠρώτα αὐτούς· Πόσους ἔχετε ἄρτους; οἱ δὲ εἶπαν· Ἑπτά.	καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· Πόσους ἄρτους ἔχετε; οἱ δὲ εἶπαν· Ἑπτά, καὶ ὀλίγα ἰχθύδια.
Mark 8:6	Matt 15:36	0.505625	mark_expands;substitution;reordering	4	9	5	και;ο;ιχθυς;και;ο;δε;μαθητης	και;παραγγελλω;ο;οχλος;αναπιπτω;επι;ο;γη;και;αυτος;ινα;παρατιθημι;και;παρατιθημι	και;ο	καὶ ⸀παραγγέλλει τῷ ὄχλῳ ἀναπεσεῖν ἐπὶ τῆς γῆς· καὶ λαβὼν τοὺς ἑπτὰ ἄρτους εὐχαριστήσας ἔκλασεν καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ ἵνα ⸀παρατιθῶσιν καὶ παρέθηκαν τῷ ὄχλῳ.	⸀ἔλαβεν τοὺς ἑπτὰ ἄρτους καὶ τοὺς ἰχθύας ⸀καὶ εὐχαριστήσας ἔκλασεν καὶ ⸀ἐδίδου τοῖς ⸀μαθηταῖς οἱ δὲ μαθηταὶ ⸂τοῖς ὄχλοις⸃.
Mark 8:8	Matt 15:37	0.468615	matt_expands;reordering	6	2	0	πας;ο;περισσευω;ο;κλασμα;πληρης	περισσευμα;κλασμα	κλασμα	⸂καὶ ἔφαγον⸃ καὶ ἐχορτάσθησαν, καὶ ἦραν περισσεύματα κλασμάτων ἑπτὰ σπυρίδας.	καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν, καὶ ⸂τὸ περισσεῦον τῶν κλασμάτων ἦραν⸃ ἑπτὰ σπυρίδας πλήρεις.
Mark 8:9	Matt 15:38	0.204347	matt_expands;substitution;reordering	6	2	2	ο;δε;εσθιω;ανηρ;χωρις;γυνη;παιδιον	δε;ως;απολυω;αυτος	δε	ἦσαν ⸀δὲ ὡς τετρακισχίλιοι. καὶ ἀπέλυσεν αὐτούς.	οἱ δὲ ἐσθίοντες ἦσαν τετρακισχίλιοι ἄνδρες χωρὶς γυναικῶν καὶ παιδίων.
Mark 8:10	Matt 15:39	0.240436	substitution;reordering	0	0	9	απολυω;ο;οχλος;και;οριον;μαγαδαν	ευθυς;μετα;ο;μαθητης;αυτος;μερος;δαλμανουθα	ο	καὶ ⸀εὐθὺς ἐμβὰς εἰς τὸ πλοῖον μετὰ τῶν μαθητῶν αὐτοῦ ἦλθεν εἰς τὰ μέρη Δαλμανουθά.	καὶ ἀπολύσας τοὺς ὄχλους ἐνέβη εἰς τὸ πλοῖον, καὶ ἦλθεν εἰς τὰ ὅρια ⸀Μαγαδάν.
Mark 8:11	Matt 16:1	0.268986	substitution;reordering	0	0	8	προσερχομαι;σαδδουκαιος;πειραζω;επερωταω;εκ;επιδεικνυμι	εξερχομαι;αρχω;συζητεω;αυτος;ζητεω;παρα;απο;πειραζω	πειραζω	Καὶ ἐξῆλθον οἱ Φαρισαῖοι καὶ ἤρξαντο συζητεῖν αὐτῷ, ζητοῦντες παρʼ αὐτοῦ σημεῖον ἀπὸ τοῦ οὐρανοῦ, πειράζοντες αὐτόν.	Καὶ προσελθόντες οἱ Φαρισαῖοι καὶ Σαδδουκαῖοι πειράζοντες ἐπηρώτησαν αὐτὸν σημεῖον ἐκ τοῦ οὐρανοῦ ἐπιδεῖξαι αὐτοῖς.
Mark 8:12	Matt 16:4	0.181758	matt_expands;substitution;reordering	2	0	30	γενεα;πονηρος;μοιχαλις;σημειον;επιζητεω;και;σημειον;ου;διδωμι;αυτος;ει;μη;σημειον;ιωνας;και;καταλειπω;απερχομαι	αναστεναζω;πνευμα;λεγω;τις;ο;γενεα;ουτος;ζητεω;σημειον;αμην;λεγω;συ;ει;διδωμι;ο;γενεα;ουτος;σημειον	γενεα;διδωμι;ει;σημειον	καὶ ἀναστενάξας τῷ πνεύματι αὐτοῦ λέγει· Τί ἡ γενεὰ αὕτη ⸂ζητεῖ σημεῖον⸃; ἀμὴν λέγω ⸀ὑμῖν, εἰ δοθήσεται τῇ γενεᾷ ταύτῃ σημεῖον.	Γενεὰ πονηρὰ καὶ μοιχαλὶς σημεῖον ἐπιζητεῖ, καὶ σημεῖον οὐ δοθήσεται αὐτῇ εἰ μὴ τὸ σημεῖον ⸀Ἰωνᾶ. καὶ καταλιπὼν αὐτοὺς ἀπῆλθεν.
Mark 8:14	Matt 16:5	0.239258	mark_expands;reordering	7	13	0	ερχομαι;ο;μαθητης;εις;ο;περαν;αρτος	αρτος;και;ει;μη;εις;αρτος;ου;εχω;μετα;εαυτου;εν;ο;πλοιον	αρτος;εις;ο	Καὶ ἐπελάθοντο λαβεῖν ἄρτους, καὶ εἰ μὴ ἕνα ἄρτον οὐκ εἶχον μεθʼ ἑαυτῶν ἐν τῷ πλοίῳ.	Καὶ ἐλθόντες οἱ ⸀μαθηταὶ εἰς τὸ πέραν ἐπελάθοντο ἄρτους λαβεῖν.
Mark 8:15	Matt 16:6	0.345592	matt_expands;substitution;reordering	6	0	8	ο;δε;ιησους;λεγω;αυτος;οραω;προσεχω;σαδδουκαιος	διαστελλομαι;αυτος;λεγω;οραω;βλεπω;ο;ζυμη;ηρωδης	αυτος;λεγω;ο;οραω	καὶ διεστέλλετο αὐτοῖς λέγων· Ὁρᾶτε, βλέπετε ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ τῆς ζύμης Ἡρῴδου.	ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· Ὁρᾶτε καὶ προσέχετε ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ Σαδδουκαίων.
Mark 8:16	Matt 16:7	0.471932	substitution	0	0	6	ο;δε;εν;εαυτου;λεγω;λαμβανω	και;προς;αλληλων;εχω		καὶ διελογίζοντο πρὸς ⸀ἀλλήλους ὅτι ἄρτους οὐκ ⸀ἔχουσιν.	οἱ δὲ διελογίζοντο ἐν ἑαυτοῖς λέγοντες ὅτι Ἄρτους οὐκ ἐλάβομεν.
Mark 8:17	Matt 16:8	0.293747	matt_expands;substitution;reordering	6	2	10	δε;ο;ιησους;εν;εαυτου;ολιγοπιστος;λαμβανω	και;αυτος;εχω;ουπω;νοεω;ουδε;συνιημι;πωροω;εχω;ο;καρδια;συ	ο	καὶ ⸀γνοὺς λέγει αὐτοῖς· Τί διαλογίζεσθε ὅτι ἄρτους οὐκ ἔχετε; οὔπω νοεῖτε οὐδὲ συνίετε; ⸀πεπωρωμένην ἔχετε τὴν καρδίαν ὑμῶν;	γνοὺς δὲ ὁ Ἰησοῦς ⸀εἶπεν· Τί διαλογίζεσθε ἐν ἑαυτοῖς, ὀλιγόπιστοι, ὅτι ἄρτους οὐκ ⸀ἐλάβετε;
Mark 8:19	Matt 16:9	0.289446	mark_expands;substitution	1	2	10	ουπω;νοεω;ουδε;μνημονευω;και;λαμβανω	οτε;κλαω;εις;κλασμα;πληρης;αιρω;λεγω;αυτος;δωδεκα		ὅτε τοὺς πέντε ἄρτους ἔκλασα εἰς τοὺς πεντακισχιλίους, πόσους κοφίνους ⸂κλασμάτων πλήρεις⸃ ἤρατε; λέγουσιν αὐτῷ· Δώδεκα.	οὔπω νοεῖτε, οὐδὲ μνημονεύετε τοὺς πέντε ἄρτους τῶν πεντακισχιλίων καὶ πόσους κοφίνους ἐλάβετε;
Mark 8:20	Matt 16:10	0.335021	substitution;reordering	1	0	10	ουδε;αρτος;και;λαμβανω	οτε;και;εις;πληρωμα;κλασμα;αιρω;και;λεγω;αυτος;επτα	και	ὅτε ⸀καὶ τοὺς ἑπτὰ εἰς τοὺς τετρακισχιλίους, πόσων σπυρίδων πληρώματα κλασμάτων ἤρατε; ⸂καὶ λέγουσιν αὐτῷ⸃· Ἑπτά.	οὐδὲ τοὺς ἑπτὰ ἄρτους τῶν τετρακισχιλίων καὶ πόσας σπυρίδας ἐλάβετε;
Mark 8:27	Matt 16:13	0.41195	mark_expands;substitution;reordering	4	6	8	ερχομαι;δε;μερος;ερωταω;ο;υιος;ο;ανθρωπος	και;εξερχομαι;και;ο;μαθητης;αυτος;κωμη;και;εν;ο;οδος;επερωταω;αυτος;εγω	ο	Καὶ ἐξῆλθεν ὁ Ἰησοῦς καὶ οἱ μαθηταὶ αὐτοῦ εἰς τὰς κώμας Καισαρείας τῆς Φιλίππου· καὶ ἐν τῇ ὁδῷ ἐπηρώτα τοὺς μαθητὰς αὐτοῦ λέγων αὐτοῖς· Τίνα με λέγουσιν οἱ ἄνθρωποι εἶναι;	Ἐλθὼν δὲ ὁ Ἰησοῦς εἰς τὰ μέρη Καισαρείας τῆς Φιλίππου ἠρώτα τοὺς μαθητὰς αὐτοῦ λέγων· ⸀Τίνα λέγουσιν οἱ ἄνθρωποι εἶναι τὸν υἱὸν τοῦ ἀνθρώπου;
Mark 8:28	Matt 16:14	0.636512	mark_expands;substitution;reordering	0	3	8	ο;μεν;ηλιας;ετερος;δε;ιερεμιας;η	αυτος;λεγω;οτι;και;αλλος;ηλιας;οτι	ηλιας	οἱ δὲ ⸂εἶπαν αὐτῷ λέγοντες⸃ ⸀ὅτι Ἰωάννην τὸν βαπτιστήν, καὶ ἄλλοι Ἠλίαν, ἄλλοι δὲ ⸂ὅτι εἷς⸃ τῶν προφητῶν.	οἱ δὲ εἶπαν· Οἱ μὲν Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἕτεροι δὲ Ἰερεμίαν ἢ ἕνα τῶν προφητῶν.
Mark 8:29	Matt 16:16	0.412455	matt_expands;substitution;reordering	6	1	11	αποκρινομαι;σιμων;ο;υιος;ο;θεος;ο;ζαω	και;αυτος;επερωταω;αυτος;συ;τις;εγω;λεγω;ειμι;αποκρινομαι;ο;αυτος	αποκρινομαι;ο	καὶ αὐτὸς ⸂ἐπηρώτα αὐτούς⸃· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ⸀ἀποκριθεὶς ὁ Πέτρος λέγει αὐτῷ· Σὺ εἶ ὁ χριστός.	ἀποκριθεὶς δὲ Σίμων Πέτρος εἶπεν· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ τοῦ ζῶντος.
Mark 8:30	Matt 16:20	0.237866	matt_expands;substitution	3	0	5	τοτε;διαστελλομαι;ο;μαθητης;οτι;ειμι;ο;χριστος	και;επιτιμαω;αυτος;περι		καὶ ἐπετίμησεν αὐτοῖς ἵνα μηδενὶ λέγωσιν περὶ αὐτοῦ.	τότε ⸀διεστείλατο τοῖς ⸀μαθηταῖς ἵνα μηδενὶ εἴπωσιν ὅτι αὐτός ⸀ἐστιν ὁ χριστός.
Mark 8:31	Matt 16:21	0.364998	mark_expands;substitution;reordering	0	2	18	απο;τοτε;ο;ιησους;δεικνυμι;ο;μαθητης;αυτος;εις;ιεροσολυμα;απερχομαι;και;απο;ο;τριτος;εγειρω	και;διδασκω;ο;υιος;ο;ανθρωπος;και;αποδοκιμαζω;υπο;ο;ο;μετα;τρεις;ανιστημι	και;ο	Καὶ ἤρξατο διδάσκειν αὐτοὺς ὅτι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ⸀ὑπὸ τῶν πρεσβυτέρων καὶ τῶν ἀρχιερέων καὶ τῶν γραμματέων καὶ ἀποκτανθῆναι καὶ μετὰ τρεῖς ἡμέρας ἀναστῆναι·	Ἀπὸ τότε ἤρξατο ⸂ὁ Ἰησοῦς⸃ δεικνύειν τοῖς μαθηταῖς αὐτοῦ ὅτι δεῖ αὐτὸν ⸂εἰς Ἱεροσόλυμα ἀπελθεῖν⸃ καὶ πολλὰ παθεῖν ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι.
Mark 8:32	Matt 16:22	0.358496	matt_expands;reordering	10	6	0	αυτος;λεγω;ιλεως;συ;κυριος;ου;μη;ειμι;συ;ουτος	και;παρρησια;ο;λογος;λαλεω;αυτος	αυτος	καὶ παρρησίᾳ τὸν λόγον ἐλάλει. καὶ προσλαβόμενος ⸂ὁ Πέτρος αὐτὸν⸃ ἤρξατο ἐπιτιμᾶν αὐτῷ.	καὶ προσλαβόμενος αὐτὸν ὁ Πέτρος ἤρξατο ἐπιτιμᾶν αὐτῷ λέγων· Ἵλεώς σοι, κύριε· οὐ μὴ ἔσται σοι τοῦτο.
Mark 8:33	Matt 16:23	0.465462	mark_expands;substitution;reordering	3	5	3	στρεφω;λεγω;σκανδαλον;ειμι;εγω	επιστρεφω;και;οραω;μαθητης;αυτος;επιτιμαω;και;λεγω	λεγω	ὁ δὲ ἐπιστραφεὶς καὶ ἰδὼν τοὺς μαθητὰς αὐτοῦ ἐπετίμησεν ⸀Πέτρῳ ⸂καὶ λέγει⸃· Ὕπαγε ὀπίσω μου, Σατανᾶ, ὅτι οὐ φρονεῖς τὰ τοῦ θεοῦ ἀλλὰ τὰ τῶν ἀνθρώπων.	ὁ δὲ στραφεὶς εἶπεν τῷ Πέτρῳ· Ὕπαγε ὀπίσω μου, Σατανᾶ· σκάνδαλον ⸂εἶ ἐμοῦ⸃, ὅτι οὐ φρονεῖς τὰ τοῦ θεοῦ ἀλλὰ τὰ τῶν ἀνθρώπων.
