mark_ref,matt_ref,macro_block,micro_block,score,wj_content,wj_bigram,sr_content,wj_all,rare_inter,pair_classes,lemma_insertions,lemma_deletions,lemma_replacements,lemma_moved_tokens,common_lemmas,mark_only_lemmas,matt_only_lemmas,mark_variant_note_count,matt_variant_note_count,mark_text,matt_text
Mark 7:1,Matt 15:1,13,21,0.317921,0.40686,0.109516,0.333333,0.407886,14.824256,matt_expands;substitution;reordering,3,2,7,απο;ιεροσολυμα,απο;γραμματευς;ιεροσολυμα;και;ο;φαρισαιος,αυτος;ερχομαι;προς;συναγω;τις,ιησους;λεγω;προσερχομαι;τοτε,0,2,Καὶ συνάγονται πρὸς αὐτὸν οἱ Φαρισαῖοι καί τινες τῶν γραμματέων ἐλθόντες ἀπὸ Ἱεροσολύμων,Τότε προσέρχονται τῷ ⸀Ἰησοῦ ἀπὸ Ἱεροσολύμων ⸂Φαρισαῖοι καὶ γραμματεῖς⸃ λέγοντες
Mark 7:3,Matt 15:2,13,21,0.300363,0.402146,0.11128,0.285714,0.344346,30.98245,matt_expands;substitution;reordering,11,0,15,γαρ;εσθιω;νιπτω;ο;ου;χειρ,γαρ;εσθιω;νιπτω;ο;ου;παραδοσις;πρεσβυτερος;χειρ,εαν;ιουδαιος;και;κρατεω;μη;πας;πυγμη;φαρισαιος,αρτος;αυτος;δια;μαθητης;οταν;παραβαινω;συ;τις,0,1,"οἱ γὰρ Φαρισαῖοι καὶ πάντες οἱ Ἰουδαῖοι ἐὰν μὴ πυγμῇ νίψωνται τὰς χεῖρας οὐκ ἐσθίουσιν, κρατοῦντες τὴν παράδοσιν τῶν πρεσβυτέρων,",Διὰ τί οἱ μαθηταί σου παραβαίνουσιν τὴν παράδοσιν τῶν πρεσβυτέρων; οὐ γὰρ νίπτονται τὰς χεῖρας ⸀αὐτῶν ὅταν ἄρτον ἐσθίωσιν.
Mark 7:9,Matt 15:3,14,22,0.35098,0.338588,0.195182,0.571429,0.35534,18.149556,substitution;reordering,0,1,9,και,αυτος;εντολη;θεος;και;λεγω;ο;παραδοσις;συ,αθετεω;ινα;καλως;τηρεω,αποκρινομαι;δε;δια;παραβαινω;τις,1,0,"Καὶ ἔλεγεν αὐτοῖς· Καλῶς ἀθετεῖτε τὴν ἐντολὴν τοῦ θεοῦ, ἵνα τὴν παράδοσιν ὑμῶν ⸀τηρήσητε·",ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Διὰ τί καὶ ὑμεῖς παραβαίνετε τὴν ἐντολὴν τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν;
Mark 7:10,Matt 15:4,14,22,0.809514,0.790063,0.778991,0.9,0.792377,36.543203,mark_expands,1,2,1,,γαρ;η;θανατος;και;κακολογεω;λεγω;μητηρ;ο;πατηρ;τελευταω;τιμαω,μωυσης;συ,θεος,0,1,"Μωϋσῆς γὰρ εἶπεν· Τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω·","ὁ γὰρ θεὸς ⸀εἶπεν· Τίμα τὸν πατέρα καὶ τὴν μητέρα, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω·"
Mark 7:11,Matt 15:5,14,22,0.584297,0.634734,0.265371,0.8,0.72324,23.642976,mark_expands;substitution;reordering,0,4,2,ος,δε;δωρον;εαν;εγω;εκ;η;λεγω;μητηρ;ο;ος;πατηρ;συ;ωφελεω,ανθρωπος;ειμι;κορβαν,αν,0,0,"ὑμεῖς δὲ λέγετε· Ἐὰν εἴπῃ ἄνθρωπος τῷ πατρὶ ἢ τῇ μητρί· Κορβᾶν, ὅ ἐστιν Δῶρον, ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,","ὑμεῖς δὲ λέγετε· Ὃς ἂν εἴπῃ τῷ πατρὶ ἢ τῇ μητρί· Δῶρον ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,"
Mark 7:13,Matt 15:6,14,22,0.37245,0.377985,0.271261,0.5,0.345415,22.105335,reordering,8,7,0,και,ακυροω;θεος;και;λογος;ο;παραδοσις;συ,ος;παραδιδωμι;παρομοιος;ποιεω;πολυς;τοιουτος,αυτος;δια;μη;ου;πατηρ;τιμαω,0,4,ἀκυροῦντες τὸν λόγον τοῦ θεοῦ τῇ παραδόσει ὑμῶν ᾗ παρεδώκατε· καὶ παρόμοια τοιαῦτα πολλὰ ποιεῖτε.,⸀οὐ μὴ ⸀τιμήσει τὸν πατέρα ⸀αὐτοῦ· καὶ ἠκυρώσατε ⸂τὸν λόγον⸃ τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν.
Mark 7:14,Matt 15:10,14,23,0.622002,0.728452,0.229371,0.833333,0.701896,21.310595,mark_expands,0,3,0,,ακουω;αυτος;και;λεγω;ο;οχλος;προσκαλεομαι;συνιημι,εγω;παλιν;πας,,3,0,Καὶ προσκαλεσάμενος ⸀πάλιν τὸν ὄχλον ἔλεγεν αὐτοῖς· ⸀Ἀκούσατέ μου πάντες καὶ ⸀σύνετε.,Καὶ προσκαλεσάμενος τὸν ὄχλον εἶπεν αὐτοῖς· Ἀκούετε καὶ συνίετε·
Mark 7:15,Matt 15:11,14,23,0.322891,0.333213,0.143626,0.5,0.370393,15.445275,matt_expands;substitution;reordering,10,6,11,αλλα;ανθρωπος;εκ;εκπορευομαι;κοινοω;ο,αλλα;ανθρωπος;εις;εκ;εκπορευομαι;κοινοω;ο,αυτος;δυναμαι;ειμι;εισπορευομαι;εξωθεν;ος;ουδεις,εισερχομαι;ου;ουτος;στομα,3,0,οὐδέν ἐστιν ἔξωθεν τοῦ ἀνθρώπου εἰσπορευόμενον εἰς αὐτὸν ὃ δύναται ⸂κοινῶσαι αὐτόν⸃· ἀλλὰ τὰ ⸂ἐκ τοῦ ἀνθρώπου ἐκπορευόμενά⸃ ἐστιν τὰ κοινοῦντα τὸν ⸀ἄνθρωπον.,"οὐ τὸ εἰσερχόμενον εἰς τὸ στόμα κοινοῖ τὸν ἄνθρωπον, ἀλλὰ τὸ ἐκπορευόμενον ἐκ τοῦ στόματος τοῦτο κοινοῖ τὸν ἄνθρωπον."
Mark 7:18,Matt 15:16,14,24,0.244424,0.232278,0.137134,0.421053,0.214049,15.802197,mark_expands;substitution;reordering,0,14,4,ο,ασυνετος;ειμι;και;λεγω;ο;συ,ανθρωπος;αυτος;δυναμαι;εις;εισπορευομαι;εξωθεν;κοινοω;νοεω;οτι;ου;ουτως;πας,ακμην;δε,0,1,"καὶ λέγει αὐτοῖς· Οὕτως καὶ ὑμεῖς ἀσύνετοί ἐστε; οὐ νοεῖτε ὅτι πᾶν τὸ ἔξωθεν εἰσπορευόμενον εἰς τὸν ἄνθρωπον οὐ δύναται αὐτὸν κοινῶσαι,",ὁ ⸀δὲ εἶπεν· Ἀκμὴν καὶ ὑμεῖς ἀσύνετοί ἐστε;
Mark 7:19,Matt 15:17,14,24,0.251821,0.316162,0.0,0.352941,0.389595,23.620166,matt_expands;substitution;reordering,3,2,9,ο;ου;πας,αφεδρων;εις;εισπορευομαι;και;κοιλια;ο;οτι;ου;πας,αλλα;αυτος;βρωμα;εκπορευομαι;καθαριζω;καρδια,εκβαλλω;νοεω;στομα;χωρεω,1,1,"ὅτι οὐκ εἰσπορεύεται αὐτοῦ εἰς τὴν καρδίαν ἀλλʼ εἰς τὴν κοιλίαν, καὶ εἰς τὸν ἀφεδρῶνα ἐκπορεύεται;— ⸀καθαρίζων πάντα τὰ βρώματα.",⸀οὐ νοεῖτε ὅτι πᾶν τὸ εἰσπορευόμενον εἰς τὸ στόμα εἰς τὴν κοιλίαν χωρεῖ καὶ εἰς ἀφεδρῶνα ἐκβάλλεται;
Mark 7:20,Matt 15:18,14,24,0.392252,0.472519,0.114662,0.545455,0.418622,15.445275,substitution;reordering,0,0,9,εκπορευομαι;ο,ανθρωπος;δε;εκ;εκπορευομαι;κοινοω;ο,εκεινος;λεγω;οτι,εξερχομαι;κακεινος;καρδια;στομα,0,0,ἔλεγεν δὲ ὅτι Τὸ ἐκ τοῦ ἀνθρώπου ἐκπορευόμενον ἐκεῖνο κοινοῖ τὸν ἄνθρωπον·,"τὰ δὲ ἐκπορευόμενα ἐκ τοῦ στόματος ἐκ τῆς καρδίας ἐξέρχεται, κἀκεῖνα κοινοῖ τὸν ἄνθρωπον."
Mark 7:21,Matt 15:19,14,24,0.319161,0.390731,0.059627,0.421053,0.442148,33.825152,substitution;reordering,0,1,9,εκ;φονος,γαρ;διαλογισμος;εκ;καρδια;κλοπη;ο;πορνεια;φονος,ανθρωπος;εκπορευομαι;εσωθεν;κακος,βλασφημια;εξερχομαι;μοιχεια;πονηρος;ψευδομαρτυρια,1,0,"ἔσωθεν γὰρ ἐκ τῆς καρδίας τῶν ἀνθρώπων οἱ διαλογισμοὶ οἱ κακοὶ ἐκπορεύονται, ⸂πορνεῖαι, κλοπαί, φόνοι,","ἐκ γὰρ τῆς καρδίας ἐξέρχονται διαλογισμοὶ πονηροί, φόνοι, μοιχεῖαι, πορνεῖαι, κλοπαί, ψευδομαρτυρίαι, βλασφημίαι."
Mark 7:23,Matt 15:20,14,24,0.181074,0.1875,0.079573,0.266667,0.234728,9.815699,matt_expands,10,5,0,,ανθρωπος;κοινοω;ο;ουτος,εκπορευομαι;εσωθεν;και;πας;πονηρος,ανιπτος;δε;ειμι;εσθιω;ου;χειρ,0,0,πάντα ταῦτα τὰ πονηρὰ ἔσωθεν ἐκπορεύεται καὶ κοινοῖ τὸν ἄνθρωπον.,"ταῦτά ἐστιν τὰ κοινοῦντα τὸν ἄνθρωπον, τὸ δὲ ἀνίπτοις χερσὶν φαγεῖν οὐ κοινοῖ τὸν ἄνθρωπον."
Mark 7:24,Matt 15:21,14,24,0.116027,0.130948,0.0,0.2,0.17101,12.089296,matt_expands;substitution;reordering,2,0,14,και,εις;εκειθεν;και;ο;τυρος,ανιστημι;απερχομαι;γινωσκω;δε;δυναμαι;εισερχομαι;θελω;λανθανω;οικια;οριον;ου;ουδεις,αναχωρεω;εξερχομαι;ιησους;μερος;σιδων,3,0,"⸂Ἐκεῖθεν δὲ⸃ ἀναστὰς ἀπῆλθεν εἰς τὰ ⸀ὅρια ⸀Τύρου. καὶ εἰσελθὼν εἰς οἰκίαν οὐδένα ἤθελεν γνῶναι, καὶ οὐκ ἠδυνήθη λαθεῖν·",Καὶ ἐξελθὼν ἐκεῖθεν ὁ Ἰησοῦς ἀνεχώρησεν εἰς τὰ μέρη Τύρου καὶ Σιδῶνος.
Mark 7:27,Matt 15:26,14,25,0.50852,0.66522,0.106093,0.608696,0.609087,38.214531,mark_expands;substitution;reordering,1,8,4,βαλλω;ειμι;ο,αρτος;βαλλω;ειμι;και;καλος;κυναριον;λαμβανω;λεγω;ο;ου;τεκνον,αυτος;αφιημι;γαρ;πρωτος;χορταζω,αποκρινομαι;δε,3,0,"⸂καὶ ἔλεγεν⸃ αὐτῇ· Ἄφες πρῶτον χορτασθῆναι τὰ τέκνα, οὐ γὰρ ⸂καλόν ἐστιν⸃ λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ ⸂τοῖς κυναρίοις βαλεῖν⸃.",ὁ δὲ ἀποκριθεὶς εἶπεν· Οὐκ ἔστιν καλὸν λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ βαλεῖν τοῖς κυναρίοις.
Mark 7:28,Matt 15:27,14,25,0.590154,0.714054,0.312786,0.666667,0.572995,35.72434,mark_expands;substitution;reordering,1,5,8,αυτος;ο;τραπεζα,απο;αυτος;δε;εσθιω;και;κυναριον;κυριος;λεγω;ο;τραπεζα;ψιξ,αποκρινομαι;παιδιον;υποκατω,γαρ;ναι;πιπτω,3,0,"ἡ δὲ ἀπεκρίθη καὶ λέγει αὐτῷ· ⸀Κύριε, ⸀καὶ τὰ κυνάρια ὑποκάτω τῆς τραπέζης ⸀ἐσθίουσιν ἀπὸ τῶν ψιχίων τῶν παιδίων.","ἡ δὲ εἶπεν· Ναί, κύριε, καὶ γὰρ τὰ κυνάρια ἐσθίει ἀπὸ τῶν ψιχίων τῶν πιπτόντων ἀπὸ τῆς τραπέζης τῶν κυρίων αὐτῶν."
Mark 7:29,Matt 15:28,14,25,0.106018,0.107841,0.0,0.222222,0.130456,7.789746,substitution;reordering,0,0,19,και;συ,αυτος;θυγατηρ;και;λεγω;ο;συ,δαιμονιον;δια;εκ;εξερχομαι;λογος;ουτος;υπαγω,απο;αποκρινομαι;γινομαι;γυνη;εκεινος;θελω;ιαομαι;ιησους;μεγας;πιστις;τοτε;ω;ωρα;ως,1,0,"καὶ εἶπεν αὐτῇ· Διὰ τοῦτον τὸν λόγον ὕπαγε, ἐξελήλυθεν ⸂ἐκ τῆς θυγατρός σου τὸ δαιμόνιον⸃.","τότε ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτῇ· Ὦ γύναι, μεγάλη σου ἡ πίστις· γενηθήτω σοι ὡς θέλεις. καὶ ἰάθη ἡ θυγάτηρ αὐτῆς ἀπὸ τῆς ὥρας ἐκείνης."
Mark 8:2,Matt 15:32,15,26,0.518682,0.506786,0.442062,0.642857,0.51541,44.447098,matt_expands,19,0,0,,εγω;επι;εσθιω;εχω;ηδη;ημερα;και;ο;οτι;ου;οχλος;προσμενω;σπλαγχνιζομαι;τις;τρεις,,απολυω;αυτος;δε;εκλυομαι;εν;θελω;ιησους;λεγω;μαθητης;μηποτε;νηστις;οδος;προσκαλεομαι,0,0,Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν·,"Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ."
Mark 8:4,Matt 15:33,15,26,0.405907,0.591791,0.081391,0.4,0.392532,28.404617,mark_expands;substitution;reordering,0,2,10,αρτος;ερημια,αρτος;αυτος;ερημια;και;μαθητης;ο;ποθεν;χορταζω,αποκρινομαι;δυναμαι;επι;οτι;ουτος;τις;ωδε,εγω;εν;λεγω;οχλος;τοσουτος;ωστε,1,1,καὶ ἀπεκρίθησαν αὐτῷ οἱ μαθηταὶ αὐτοῦ ⸀ὅτι Πόθεν τούτους δυνήσεταί τις ὧδε χορτάσαι ἄρτων ἐπʼ ἐρημίας;,καὶ λέγουσιν αὐτῷ οἱ ⸀μαθηταί· Πόθεν ἡμῖν ἐν ἐρημίᾳ ἄρτοι τοσοῦτοι ὥστε χορτάσαι ὄχλον τοσοῦτον;
Mark 8:5,Matt 15:34,15,26,0.356258,0.410929,0.096877,0.461538,0.54813,15.930943,matt_expands;reordering,6,1,1,αρτος,αρτος;αυτος;δε;επτα;εχω;και;λεγω;ο;ποσος,ερωταω,ιησους;ιχθυδιον;ολιγος,1,0,καὶ ⸀ἠρώτα αὐτούς· Πόσους ἔχετε ἄρτους; οἱ δὲ εἶπαν· Ἑπτά.,"καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· Πόσους ἄρτους ἔχετε; οἱ δὲ εἶπαν· Ἑπτά, καὶ ὀλίγα ἰχθύδια."
Mark 8:6,Matt 15:36,15,26,0.505625,0.560463,0.279694,0.666667,0.5016,39.661204,mark_expands;substitution;reordering,4,9,5,και;ο,αρτος;διδωμι;επτα;ευχαριστεω;και;κλαω;λαμβανω;μαθητης;ο;οχλος,αναπιπτω;αυτος;γη;επι;ινα;παραγγελλω;παρατιθημι,δε;ιχθυς,2,5,καὶ ⸀παραγγέλλει τῷ ὄχλῳ ἀναπεσεῖν ἐπὶ τῆς γῆς· καὶ λαβὼν τοὺς ἑπτὰ ἄρτους εὐχαριστήσας ἔκλασεν καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ ἵνα ⸀παρατιθῶσιν καὶ παρέθηκαν τῷ ὄχλῳ.,⸀ἔλαβεν τοὺς ἑπτὰ ἄρτους καὶ τοὺς ἰχθύας ⸀καὶ εὐχαριστήσας ἔκλασεν καὶ ⸀ἐδίδου τοῖς ⸀μαθηταῖς οἱ δὲ μαθηταὶ ⸂τοῖς ὄχλοις⸃.
Mark 8:8,Matt 15:37,15,26,0.468615,0.590944,0.075147,0.625,0.589032,34.638249,matt_expands;reordering,6,2,0,κλασμα,αιρω;επτα;εσθιω;και;κλασμα;σπυρις;χορταζω,περισσευμα,ο;πας;περισσευω;πληρης,1,1,"⸂καὶ ἔφαγον⸃ καὶ ἐχορτάσθησαν, καὶ ἦραν περισσεύματα κλασμάτων ἑπτὰ σπυρίδας.","καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν, καὶ ⸂τὸ περισσεῦον τῶν κλασμάτων ἦραν⸃ ἑπτὰ σπυρίδας πλήρεις."
Mark 8:9,Matt 15:38,15,26,0.204347,0.222092,0.0,0.4,0.24406,9.257017,matt_expands;substitution;reordering,6,2,2,δε,δε;ειμι;και;τετρακισχιλιοι,απολυω;αυτος;ως,ανηρ;γυνη;εσθιω;ο;παιδιον;χωρις,1,0,ἦσαν ⸀δὲ ὡς τετρακισχίλιοι. καὶ ἀπέλυσεν αὐτούς.,οἱ δὲ ἐσθίοντες ἦσαν τετρακισχίλιοι ἄνδρες χωρὶς γυναικῶν καὶ παιδίων.
Mark 8:10,Matt 15:39,15,26,0.240436,0.239314,0.078232,0.428571,0.274721,14.365681,substitution;reordering,0,0,9,ο,εις;εμβαινω;ερχομαι;και;ο;πλοιον,αυτος;δαλμανουθα;ευθυς;μαθητης;μερος;μετα,απολυω;μαγαδαν;οριον;οχλος,1,1,καὶ ⸀εὐθὺς ἐμβὰς εἰς τὸ πλοῖον μετὰ τῶν μαθητῶν αὐτοῦ ἦλθεν εἰς τὰ μέρη Δαλμανουθά.,"καὶ ἀπολύσας τοὺς ὄχλους ἐνέβη εἰς τὸ πλοῖον, καὶ ἦλθεν εἰς τὰ ὅρια ⸀Μαγαδάν."
Mark 8:11,Matt 16:1,15,26,0.268986,0.321292,0.075147,0.375,0.306173,20.491984,substitution;reordering,0,0,8,πειραζω,αυτος;και;ο;ουρανος;πειραζω;σημειον;φαρισαιος,απο;αρχω;εξερχομαι;ζητεω;παρα;συζητεω,εκ;επερωταω;επιδεικνυμι;προσερχομαι;σαδδουκαιος,0,0,"Καὶ ἐξῆλθον οἱ Φαρισαῖοι καὶ ἤρξαντο συζητεῖν αὐτῷ, ζητοῦντες παρʼ αὐτοῦ σημεῖον ἀπὸ τοῦ οὐρανοῦ, πειράζοντες αὐτόν.",Καὶ προσελθόντες οἱ Φαρισαῖοι καὶ Σαδδουκαῖοι πειράζοντες ἐπηρώτησαν αὐτὸν σημεῖον ἐκ τοῦ οὐρανοῦ ἐπιδεῖξαι αὐτοῖς.
Mark 8:12,Matt 16:4,15,26,0.181758,0.197159,0.0,0.347826,0.234717,15.407919,matt_expands;substitution;reordering,2,0,30,γενεα;διδωμι;ει;σημειον,αυτος;γενεα;διδωμι;ει;και;ο;σημειον,αμην;αναστεναζω;ζητεω;λεγω;ουτος;πνευμα;συ;τις,απερχομαι;επιζητεω;ιωνας;καταλειπω;μη;μοιχαλις;ου;πονηρος,2,1,"καὶ ἀναστενάξας τῷ πνεύματι αὐτοῦ λέγει· Τί ἡ γενεὰ αὕτη ⸂ζητεῖ σημεῖον⸃; ἀμὴν λέγω ⸀ὑμῖν, εἰ δοθήσεται τῇ γενεᾷ ταύτῃ σημεῖον.","Γενεὰ πονηρὰ καὶ μοιχαλὶς σημεῖον ἐπιζητεῖ, καὶ σημεῖον οὐ δοθήσεται αὐτῇ εἰ μὴ τὸ σημεῖον ⸀Ἰωνᾶ. καὶ καταλιπὼν αὐτοὺς ἀπῆλθεν."
